Voltage(V)	Runtime
9.08		233445
9.08		233562
9.08		233678
9.08		233795
9.08		233911
9.08		234028
9.08		234144
9.08		234261
9.08		234378
9.08		234493
9.08		234610
9.08		234727
9.08		234846
9.08		234962
9.08		235079
9.08		235196
9.08		235312
9.08		235428
9.08		235545
9.08		235662
9.08		235779
9.08		235894
9.08		236011
9.08		236128
9.08		236244
9.08		236360
9.08		236477
9.08		236594
9.08		236710
9.08		236827
9.08		236943
9.08		237060
9.08		237176
9.08		237293
9.08		237409
9.08		237526
9.08		237642
9.08		237759
9.08		237876
9.08		237991
9.08		238108
9.08		238225
9.08		238342
9.08		238458
9.08		238574
9.08		238691
9.08		238808
9.08		238924
9.08		239043
9.08		239160
9.08		239277
9.08		239392
9.08		239509
9.08		239626
9.08		239742
9.08		239859
9.08		239975
9.08		240092
9.08		240208
9.08		240325
9.08		240442
9.08		240558
9.08		240674
9.08		240791
9.08		240908
9.08		241025
9.08		241140
9.08		241257
9.08		241374
9.08		241490
9.08		241606
9.08		241723
9.08		241840
9.08		241956
9.08		242073
9.08		242189
9.08		242306
9.08		242422
9.08		242539
9.08		242656
9.08		242771
9.06		242888
9.08		243005
9.08		243122
9.08		243238
9.08		243357
9.08		243474
9.08		243590
9.08		243706
9.08		243823
9.08		243940
9.08		244057
9.08		244172
9.08		244289
9.08		244406
9.08		244523
9.08		244638
9.08		244755
9.08		244872
9.08		244988
9.08		245105
9.08		245221
9.08		245338
9.08		245454
9.08		245571
9.06		245687
9.08		245804
9.08		245920
9.08		246037
9.08		246154
9.08		246269
9.08		246386
9.08		246503
9.08		246620
9.08		246736
9.08		246852
9.08		246969
9.08		247086
9.08		247202
9.08		247319
9.08		247435
9.08		247555
9.08		247670
9.06		247787
9.06		247904
9.08		248020
9.06		248137
9.08		248253
9.06		248370
9.06		248486
9.08		248603
9.08		248720
9.06		248836
9.06		248952
9.08		249069
9.08		249186
9.08		249303
9.08		249418
9.08		249535
9.08		249652
9.08		249768
9.06		249884
9.08		250001
9.08		250118
9.06		250234
9.06		250351
9.06		250467
9.06		250584
9.06		250700
9.06		250817
9.06		250934
9.08		251049
9.06		251166
9.08		251283
9.08		251400
9.06		251516
9.06		251632
9.08		251749
9.08		251868
9.06		251984
9.06		252101
9.06		252218
9.06		252335
9.06		252450
9.06		252567
9.06		252684
9.06		252801
9.06		252917
9.06		253033
9.06		253150
9.06		253266
9.06		253383
9.06		253500
9.06		253616
9.06		253732
9.06		253849
9.06		253966
9.06		254083
9.06		254198
9.06		254315
9.06		254432
9.06		254548
9.06		254664
9.06		254781
9.06		254898
9.06		255014
9.06		255131
9.06		255247
9.06		255364
9.06		255480
9.06		255597
9.06		255714
9.06		255830
9.06		255946
9.06		256065
9.06		256182
9.06		256299
9.06		256415
9.06		256532
9.06		256648
9.06		256764
9.06		256881
9.06		256998
9.06		257115
9.06		257230
9.06		257347
9.06		257464
9.06		257581
9.06		257697
9.06		257813
9.06		257930
9.06		258046
9.06		258163
9.06		258280
9.06		258396
9.06		258512
9.06		258629
9.06		258746
9.06		258862
9.06		258978
9.06		259095
9.06		259212
9.06		259329
9.06		259444
9.06		259561
9.06		259678
9.06		259794
9.06		259911
9.06		260027
9.06		260144
9.06		260260
9.06		260379
9.06		260496
9.06		260613
9.06		260729
9.06		260845
9.06		260962
9.06		261079
9.06		261195
9.06		261312
9.06		261428
9.06		261544
9.06		261661
9.06		261778
9.06		261895
9.06		262010
9.06		262127
9.06		262244
9.06		262361
9.06		262477
9.06		262593
9.06		262710
9.06		262827
9.06		262942
9.06		263060
9.06		263176
9.06		263292
9.06		263409
9.06		263525
9.06		263642
9.06		263758
9.06		263875
9.06		263992
9.06		264108
9.06		264224
9.06		264341
9.06		264458
9.06		264574
9.06		264693
9.06		264810
9.06		264926
9.06		265042
9.06		265159
9.06		265276
9.06		265393
9.06		265508
9.06		265625
9.06		265742
9.06		265859
9.06		265975
9.06		266091
9.06		266208
9.06		266324
9.06		266441
9.06		266558
9.06		266674
9.06		266790
9.06		266907
9.06		267024
9.06		267140
9.06		267256
9.06		267373
9.06		267490
9.06		267607
9.06		267722
9.06		267839
9.06		267956
9.06		268072
9.06		268189
9.06		268305
9.06		268422
9.06		268538
9.06		268655
9.06		268771
9.06		268891
9.06		269007
9.06		269123
9.06		269240
9.06		269357
9.06		269473
9.06		269590
9.06		269706
9.06		269822
9.06		269939
9.06		270056
9.06		270173
9.06		270288
9.06		270405
9.06		270522
9.06		270639
9.06		270754
9.06		270871
9.06		270988
9.06		271105
9.06		271220
9.06		271337
9.06		271454
9.06		271570
9.06		271687
9.06		271803
9.06		271920
9.06		272036
9.06		272153
9.06		272269
9.06		272386
9.06		272502
9.06		272619
9.06		272736
9.06		272851
9.06		272968
9.06		273085
9.06		273204
9.06		273320
9.06		273437
9.06		273554
9.06		273670
9.06		273786
9.06		273903
9.06		274020
9.06		274137
9.06		274252
9.06		274369
9.06		274486
9.06		274603
9.06		274718
9.06		274835
9.06		274952
9.06		275068
9.06		275185
9.06		275301
9.06		275418
9.06		275534
9.06		275651
9.06		275768
9.06		275884
9.06		276000
9.06		276117
9.06		276234
9.06		276350
9.06		276466
9.06		276583
9.06		276700
9.06		276816
9.06		276933
9.06		277049
9.06		277166
9.06		277282
9.06		277401
9.06		277518
9.06		277635
9.06		277750
9.06		277867
9.06		277984
9.06		278100
9.06		278217
9.06		278333
9.06		278450
9.06		278566
9.06		278682
9.06		278799
9.06		278916
9.06		279032
9.06		279148
9.06		279265
9.06		279382
9.06		279497
9.06		279614
9.06		279731
9.06		279847
9.06		279964
9.06		280080
9.06		280197
9.06		280313
9.06		280430
9.06		280546
9.06		280663
9.06		280779
9.06		280895
9.06		281012
9.06		281128
9.06		281245
9.06		281361
9.06		281478
9.06		281594
9.06		281722
9.06		281841
9.06		281960
9.06		282079
9.06		282198
9.06		282316
9.06		282435
9.06		282554
9.06		282673
9.06		282790
9.06		282909
9.06		283029
9.06		283147
9.06		283266
9.06		283384
9.06		283503
9.06		283622
9.06		283741
9.06		283859
9.06		283978
9.06		284097
9.06		284216
9.06		284335
9.06		284453
9.06		284572
9.06		284691
9.06		284810
9.06		284929
9.06		285046
9.06		285166
9.06		285285
9.06		285403
9.06		285521
9.06		285640
9.06		285759
9.06		285878
9.06		286000
9.06		286118
9.06		286237
9.06		286355
9.06		286475
9.06		286594
9.06		286711
9.06		286830
9.06		286949
9.06		287068
9.06		287186
9.06		287305
9.06		287424
9.06		287543
9.06		287662
9.06		287779
9.06		287899
9.06		288017
9.06		288136
9.06		288254
9.06		288373
9.06		288492
9.06		288611
9.06		288730
9.06		288848
9.06		288967
9.06		289085
9.06		289204
9.06		289324
9.06		289441
9.06		289560
9.06		289679
9.06		289798
9.06		289916
9.06		290035
9.06		290154
9.06		290273
9.06		290394
9.06		290512
9.06		290631
9.06		290750
9.06		290869
9.06		290988
9.06		291106
9.06		291224
9.06		291343
9.06		291463
9.06		291580
9.06		291699
9.06		291818
9.06		291937
9.06		292056
9.06		292174
9.06		292293
9.06		292412
9.06		292531
9.06		292648
9.06		292767
9.06		292887
9.06		293005
9.06		293124
9.06		293242
9.06		293361
9.06		293480
9.06		293599
9.06		293718
9.06		293836
9.06		293955
9.06		294073
9.06		294192
9.06		294310
9.06		294429
9.06		294548
9.06		294667
9.06		294788
9.06		294907
9.06		295026
9.06		295144
9.06		295263
9.06		295382
9.06		295500
9.06		295619
9.06		295738
9.06		295857
9.06		295975
9.06		296094
9.06		296212
9.06		296332
9.06		296450
9.06		296568
9.06		296687
9.06		296806
9.06		296925
9.06		297043
9.06		297162
9.06		297281
9.06		297400
9.06		297518
9.06		297636
9.06		297756
9.06		297874
9.06		297993
9.06		298112
9.06		298230
9.06		298349
9.06		298468
9.06		298587
9.06		298705
9.06		298824
9.06		298942
9.06		299064
9.06		299183
9.06		299301
9.06		299420
9.06		299539
9.06		299658
9.06		299776
9.06		299895
9.06		300013
9.06		300132
9.06		300251
9.06		300369
9.06		300488
9.06		300607
9.06		300726
9.06		300845
9.06		300963
9.06		301081
9.06		301200
9.06		301320
9.06		301437
9.06		301556
9.06		301675
9.06		301794
9.06		301913
9.06		302031
9.06		302150
9.06		302269
9.06		302388
9.06		302507
9.06		302624
9.06		302744
9.06		302863
9.06		302981
9.06		303099
9.06		303218
9.06		303337
9.06		303459
9.06		303578
9.06		303695
9.06		303814
9.06		303933
9.06		304052
9.06		304171
9.06		304289
9.06		304408
9.06		304527
9.06		304646
9.06		304764
9.06		304883
9.06		305002
9.06		305120
9.06		305239
9.06		305357
9.06		305476
9.06		305595
9.06		305714
9.06		305832
9.06		305951
9.06		306070
9.06		306189
9.06		306308
9.06		306426
9.06		306544
9.06		306663
9.06		306782
9.06		306900
9.06		307019
9.06		307138
9.06		307257
9.06		307376
9.06		307494
9.06		307613
9.06		307734
9.06		307853
9.06		307972
9.06		308090
9.06		308209
9.06		308328
9.03		308447
9.03		308566
9.06		308683
9.06		308802
9.03		308921
9.03		309040
9.06		309158
9.03		309277
9.03		309396
9.06		309515
9.06		309634
9.06		309752
9.03		309871
9.03		309989
9.06		310108
9.03		310226
9.03		310345
9.03		310464
9.06		310583
9.03		310702
9.03		310820
9.03		310939
9.03		311058
9.03		311177
9.03		311296
9.03		311413
9.03		311532
9.03		311651
9.03		311770
9.03		311888
9.03		312007
9.03		312129
9.03		312247
9.03		312366
9.03		312484
9.03		312603
9.03		312722
9.03		312841
9.03		312960
9.03		313078
9.03		313197
9.03		313316
9.03		313434
9.03		313552
9.03		313671
9.03		313790
9.03		313909
9.03		314028
9.03		314146
9.03		314265
9.03		314384
9.06		314502
9.06		314621
9.06		314740
9.06		314858
9.06		314977
9.06		315096
9.06		315214
9.03		315333
9.03		315452
9.03		315571
9.06		315689
9.06		315808
9.03		315926
9.03		316046
9.03		316164
9.03		316282
9.03		316404
9.06		316523
9.03		316642
9.03		316761
9.03		316879
9.03		316997
9.03		317116
9.03		317235
9.03		317353
9.03		317472
9.03		317591
9.03		317710
9.03		317829
9.03		317947
9.06		318065
9.06		318185
9.03		318304
9.03		318422
9.03		318540
9.03		318659
9.03		318778
9.03		318897
9.03		319015
9.03		319134
9.03		319253
9.03		319372
9.03		319490
9.03		319609
9.06		319728
9.03		319846
9.03		319965
9.03		320083
9.03		320202
9.03		320321
9.03		320440
9.03		320559
9.03		320677
9.03		320798
9.03		320917
9.03		321036
9.03		321155
9.03		321273
9.03		321392
9.03		321511
9.03		321630
9.03		321748
9.03		321867
9.03		321985
9.03		322104
9.03		322223
9.03		322341
9.03		322460
9.03		322579
9.03		322698
9.03		322817
9.03		322935
9.03		323054
9.03		323173
9.03		323292
9.03		323409
9.03		323528
9.03		323647
9.03		323766
9.03		323885
9.03		324003
9.03		324122
9.03		324241
9.03		324360
9.03		324478
9.03		324597
9.03		324715
9.03		324834
9.03		324953
9.03		325071
9.03		325193
9.03		325312
9.03		325430
9.03		325549
9.03		325667
9.03		325786
9.03		325905
9.03		326024
9.03		326142
9.03		326261
9.03		326380
9.03		326499
9.03		326618
9.03		326736
9.03		326855
9.03		326974
9.03		327093
9.03		327212
9.03		327330
9.03		327449
9.03		327568
9.03		327686
9.03		327804
9.03		327923
9.03		328042
9.03		328161
9.03		328280
9.03		328398
9.03		328517
9.03		328636
9.03		328755
9.03		328873
9.03		328992
9.03		329110
9.03		329229
9.03		329348
9.03		329469
9.03		329588
9.03		329707
9.03		329825
9.03		329944
9.03		330062
9.03		330181
9.03		330300
9.03		330419
9.03		330537
9.03		330656
9.03		330775
9.03		330894
9.03		331013
9.03		331131
9.03		331249
9.03		331368
9.03		331487
9.03		331606
9.03		331724
9.03		331843
9.03		331962
9.03		332081
9.03		332199
9.03		332318
9.03		332437
9.03		332556
9.03		332674
9.03		332792
9.03		332911
9.03		333030
9.03		333149
9.03		333267
9.03		333386
9.03		333505
9.03		333624
9.03		333743
9.03		333863
9.03		333982
9.03		334101
9.03		334220
9.03		334339
9.03		334457
9.03		334576
9.03		334694
9.03		334813
9.03		334931
9.03		335050
9.03		335169
9.03		335288
9.03		335407
9.03		335525
9.03		335644
9.03		335763
9.03		335882
9.03		336001
9.03		336118
9.03		336237
9.03		336356
9.03		336475
9.03		336593
9.03		336712
9.03		336831
9.03		336950
9.03		337069
9.03		337187
9.03		337306
9.03		337425
9.03		337543
9.03		337661
9.03		337780
9.03		337899
9.03		338018
9.03		338140
9.03		338257
9.03		338376
9.03		338495
9.03		338614
9.03		338733
9.03		338851
9.03		338970
9.03		339089
9.03		339208
9.03		339326
9.03		339445
9.03		339564
9.03		339682
9.03		339801
9.03		339919
9.03		340038
9.03		340157
9.03		340276
9.03		340395
9.03		340513
9.03		340632
9.03		340751
9.03		340870
9.03		340988
9.03		341106
9.03		341225
9.03		341344
9.03		341463
9.03		341581
9.03		341700
9.03		341819
9.03		341938
9.03		342056
9.03		342175
9.03		342294
9.03		342412
9.03		342534
9.03		342652
9.03		342771
9.03		342890
9.03		343009
9.03		343128
9.03		343245
9.03		343364
9.03		343483
9.03		343602
9.03		343720
9.03		343839
9.03		343958
9.03		344077
9.03		344196
9.03		344314
9.03		344433
9.03		344552
9.03		344670
9.03		344788
9.03		344907
9.03		345026
9.03		345145
9.03		345264
9.03		345382
9.03		345501
9.03		345620
9.03		345739
9.03		345858
9.03		345976
9.03		346094
9.03		346213
9.03		346332
9.03		346450
9.03		346569
9.03		346688
9.03		346809
9.03		346929
9.03		347046
9.03		347165
9.03		347284
9.03		347403
9.03		347522
9.03		347640
9.03		347759
9.03		347878
9.03		347997
9.03		348115
9.03		348233
9.03		348353
9.03		348472
9.03		348590
9.03		348708
9.03		348827
9.03		348946
9.03		349065
9.03		349184
9.03		349302
9.03		349421
9.03		349540
9.03		349658
9.03		349777
9.03		349896
9.03		350014
9.03		350133
9.03		350252
9.03		350370
9.03		350489
9.03		350608
9.03		350727
9.03		350845
9.03		350964
9.03		351082
9.03		351204
9.03		351323
9.03		351441
9.03		351560
9.03		351679
9.03		351797
9.03		351917
9.03		352035
9.03		352153
9.03		352272
9.03		352391
9.03		352509
9.03		352628
9.03		352747
9.03		352866
9.03		352985
9.03		353103
9.03		353221
9.03		353341
9.03		353459
9.03		353577
9.03		353696
9.03		353815
9.03		353934
9.03		354053
9.03		354171
9.03		354290
9.03		354409
9.03		354527
9.03		354646
9.03		354764
9.03		354883
9.03		355002
9.03		355121
9.03		355239
9.03		355358
9.03		355477
9.03		355598
9.03		355717
9.03		355835
9.03		355954
9.03		356073
9.03		356192
9.03		356311
9.03		356429
9.03		356548
9.03		356666
9.03		356785
9.03		356903
9.03		357022
9.03		357141
9.03		357260
9.03		357379
9.03		357497
9.03		357616
9.03		357735
9.03		357853
9.03		357971
9.03		358090
9.03		358209
9.03		358328
9.03		358447
9.03		358565
9.03		358684
9.03		358803
9.03		358922
9.03		359041
9.03		359158
9.03		359277
9.03		359396
9.03		359515
9.03		359633
9.03		359752
9.03		359873
9.03		359992
9.03		360111
9.03		360229
9.03		360348
9.03		360467
9.03		360586
9.03		360705
9.03		360823
9.03		360941
9.03		361060
9.03		361179
9.03		361297
9.03		361416
9.03		361535
9.03		361654
9.03		361773
9.03		361891
9.03		362010
9.03		362128
9.03		362247
9.03		362365
9.03		362484
9.03		362603
9.03		362722
9.03		362841
9.03		362959
9.03		363078
9.03		363197
9.03		363316
9.03		363435
9.03		363552
9.03		363671
9.03		363790
9.03		363909
9.03		364027
9.03		364146
9.03		364267
9.03		364386
9.03		364505
9.03		364623
9.03		364742
9.03		364861
9.03		364980
9.03		365099
9.03		365217
9.03		365336
9.03		365455
9.03		365573
9.03		365691
9.03		365810
9.03		365929
9.03		366048
9.03		366167
9.03		366285
9.03		366404
9.03		366523
9.03		366642
9.03		366760
9.03		366879
9.03		366997
9.03		367116
9.03		367235
9.03		367353
9.03		367472
9.03		367591
9.03		367710
9.03		367828
9.03		367947
9.03		368066
9.03		368185
9.03		368303
9.03		368421
9.03		368543
9.03		368662
9.03		369010
9.03		369129
9.03		369248
9.03		369366
9.03		369485
9.03		369603
9.03		369722
9.03		369841
9.03		369959
9.03		370078
9.03		370197
9.03		370316
9.03		370435
9.03		370553
9.03		370672
9.03		370790
9.03		370910
9.03		371027
9.03		371146
9.03		371265
9.03		371384
9.03		371503
9.03		371621
9.03		371740
9.03		371859
9.03		371978
9.03		372096
9.03		372214
9.03		372333
9.03		372452
9.03		372571
9.03		372689
9.03		372808
9.03		372927
9.03		373046
9.03		373167
9.03		373285
9.03		373404
9.03		373523
9.03		373642
9.03		373761
9.03		373879
9.03		373998
9.03		374117
9.03		374235
9.03		374354
9.03		374472
9.03		374591
9.03		374710
9.03		374829
9.03		374947
9.03		375066
9.03		375185
9.03		375304
9.03		375422
9.03		375540
9.03		375659
9.03		375778
9.03		375897
9.03		376015
9.03		376134
9.03		376253
9.03		376372
9.03		376491
9.03		376609
9.03		376728
9.03		376847
9.03		376965
9.03		377083
9.03		377202
9.03		377321
9.03		377443
9.03		377562
9.03		377679
9.03		377798
9.03		377917
9.03		378036
9.03		378155
9.03		378273
9.03		378392
9.03		378511
9.03		378630
9.03		378748
9.03		378867
9.03		378986
9.03		379104
9.03		379223
9.03		379341
9.03		379460
9.03		379579
9.03		379698
9.03		379816
9.03		379935
9.03		380054
9.03		380173
9.03		380292
9.03		380409
9.03		380528
9.03		380647
9.03		380766
9.03		380884
9.03		381003
9.03		381122
9.03		381241
9.03		381360
9.03		381478
9.03		381597
9.03		381716
9.03		381837
9.03		381956
9.03		382074
9.03		382193
9.03		382312
9.03		382431
9.03		382550
9.03		382667
9.03		382787
9.03		382905
9.03		383024
9.03		383142
9.03		383261
9.03		383380
9.03		383499
9.03		383618
9.03		383736
9.03		383855
9.03		383973
9.03		384092
9.03		384210
9.03		384329
9.03		384448
9.03		384567
9.03		384686
9.03		384804
9.03		384923
9.03		385042
9.03		385161
9.03		385278
9.03		385397
9.03		385516
9.03		385635
